Район,Улица,Станция метро,"Время до метро, мин.",Количество комнат,"Общая площадь, м.кв.","Жилая площадь, м.кв.",Цена,Год постройки,Тип дома,Этаж,Количество этажей в доме,"Площадь кухни, м.кв.",Количество санузлов,Тип ремонта,Количество подъездов в доме
Донской, ул. Вавилова,Ленинский проспект,6,2,86.2,42.5,50000000,2008,Кирпичный,14,22,13.0,2,Евроремонт,2
Арбат, 1-й Смоленский пер.,Смоленская,5,3,62.5,-,52000000,1981,Кирпичный,3,10,12.0,1,Дизайнерский,1
Пресненский, Большая Бронная ул.,Пушкинская,8,2,55.1,-,53000000,1965,Кирпичный,7,9,9.0,1,Дизайнерский,1
Хорошево-Мневники, Шелепихинская наб.,Шелепиха,10,3,82.0,42.0,54000000,-,Монолитный,17,24,20.0,1,Дизайнерский,-
Обручевский, Профсоюзная ул.,Новые Черёмушки,12,3,96.0,-,57000000,2018,Монолитный,4,23,15.0,1,Дизайнерский,1
Басманный, ул. Земляной Вал,Курская,3,3,86.6,-,57500000,1938,-,9,9,14.7,2,Дизайнерский,4
Дорогомилово, Большая Дорогомиловская ул.,Киевская,3,3,78.0,50.0,60000000,1955,-,14,14,10.0,1,Евроремонт,7
Хорошевский, Ленинградский просп.,ЦСКА,11,2,81.7,53.1,59500000,2021,Монолитный,3,40,7.7,1,-,1
Филевский, ул. Василисы Кожиной,Парк Победы,14,3,96.0,60.0,63000000,2019,Монолитный,13,28,24.0,1,Дизайнерский,-
Марьина, Октябрьский пер.,Достоевская,9,3,130.0,88.4,67800000,2002,Монолитный,3,14,10.0,2,Евроремонт,1
Пресненский, Мантулинская ул.,Деловой центр,16,2,65.1,48.1,68000000,2021,Монолитный,4,20,12.0,1,Дизайнерский,5
Таганский, Большой Дровяной пер.,Таганская,7,3,150.1,120.0,72000000,2007,Кирпичный,2,3,20.0,2,Дизайнерский,3
Хорошевский, Ленинградский просп.,Аэропорт,13,3,97.2,69.0,72500000,2022,-,37,41,7.3,1,-,1
Очаково-Матвеевское, Староволынская ул.,Матвеевская,18,3,128.0,61.0,73500000,2011,-,5,23,9.0,2,Евроремонт,2
Хорошевский, Чапаевский пер.,Аэропорт,10,3,116.0,90.0,75000000,2006,Монолитно-кирпичный,18,57,15.0,2,Дизайнерский,13
Раменки, Мичуринский просп.,Ломоносовский проспект,16,3,160.0,80.0,95000000,2004,Кирпичный,4,15,15.0,1,Евроремонт,3
Хамовники, ул. Ефремова,Фрунзенская,8,2,77.2,-,104900000,-,Монолитный,7,12,-,2,Дизайнерский,-
Хамовники, ул. Ефремова,Фрунзенская,8,2,77.2,-,104900000,-,Монолитный,7,12,-,2,Дизайнерский,-
Красносельский, Костянский пер.,Сретенский бульвар,5,2,77.4,49.7,123000000,-,Монолитный,2,8,15.0,1,Дизайнерский,-
Хамовники, ул. Усачева,Спортивная,6,3,152.2,-,155000000,2022,Монолитный,2,8,-,3,Без ремонта,4
Таганский, Серебряническая наб.,Чкаловская,13,2,107.0,89.0,168955976,2012,Монолитный,2,6,13.0,2,Евроремонт,3
Хамовники, Саввинская наб.,Киевская,12,3,130.0,-,175500000,2021,Монолитный,3,9,10.0,3,-,9
Арбат, 1-й Смоленский пер.,Смоленская,5,3,180.0,-,180000000,2000,Монолитный,12,13,15.0,2,Дизайнерский,1
Замоскворечье, Большая Татарская ул.,Новокузнецкая,6,3,141.0,-,222000000,2012,Монолитный,8,10,15.0,2,Дизайнерский,-
Пресненский, Хлебный пер.,Арбатская,11,3,122.0,85.0,268000000,1924,-,3,4,20.0,1,Без ремонта,1
Хамовники, пер. Хилков,Парк Культуры,5,3,162.0,87.0,290000000,2008,Монолитный,3,6,31.6,2,Дизайнерский,2
Ростокино, просп. Мира,Улица Сергея Эйзенштейна,17,2,37.1,22.0,10990000,1963,Блочный,2,9,7.5,1,Косметический,1
Донской, Загородное ш.,Тульская,20,1,35.4,19.7,12000000,1991,Панельный,13,16,10.0,1,Евроремонт,1
поселение, Филатов Луг жилой комплекс,Филатов Луг,4,2,39.9,25.0,12990000,2021,Монолитный,21,22,9.0,1,Дизайнерский,7
Отрадное, Нововладыкинский проезд,Окружная,13,2,55.9,30.0,18400000,2018,-,5,17,15.0,1,Евроремонт,4
Академический, Новочеремушкинская ул.,Профсоюзная,11,2,56.5,32.1,19789000,1998,Панельный,9,17,10.5,1,Косметический,6
Обручевский, ул. Архитектора Власова,Воронцовская,7,1,46.4,17.7,19990000,2023,-,11,34,16.7,1,Без ремонта,-
Кунцево, Бобруйская ул.,Молодёжная,12,3,73.7,-,23000000,2003,Панельный,10,17,10.0,1,Евроремонт,3
Раменки, просп. Генерала Дорохова,Минская,5,2,43.0,23.4,27000000,-,Монолитный,4,14,6.7,1,Без ремонта,-
Таганский, Марксистская ул.,Марксистская,7,3,63.9,41.7,27250000,1979,-,10,18,9.0,1,Евроремонт,8
Даниловский, просп. Лихачева,Технопарк,11,3,70.0,45.1,28400000,2022,Монолитный,3,20,10.0,2,Без ремонта,3
Черемушки, Херсонская ул.,Зюзино,13,1,48.8,24.9,29900000,2021,-,9,26,10.0,1,Дизайнерский,3
Хорошево-Мневники, Шелепихинская наб.,Хорошёвская,5,2,50.1,15.0,30500000,2023,-,14,29,10.0,1,Евроремонт,-
Раменки, ул. Лобачевского,Аминьевская,5,2,47.7,13.1,32500000,2021,-,3,19,16.0,1,Дизайнерский,-
Раменки, Винницкая ул.,Раменки,6,3,63.3,33.2,33250000,2022,Монолитный,15,28,15.4,2,Без ремонта,8
Раменки, Винницкая ул.,Раменки,10,2,62.7,30.1,33100000,2022,Монолитный,4,11,12.3,2,Без ремонта,9
поселение, Рогозинино деревня,Крёкшино,11,3,127.0,72.0,34300000,2020,Монолитный,3,6,20.0,3,Без ремонта,1
поселение, Рогозинино деревня,Крёкшино,11,3,127.0,73.0,34300000,2020,Монолитный,3,6,20.0,3,Без ремонта,1
Даниловский, просп. Лихачева,Технопарк,14,3,66.8,28.6,35000000,2022,Монолитный,5,7,14.3,1,Без ремонта,1
Останкинский, ул. Годовикова,Алексеевская,10,3,98.0,56.0,35500000,2022,Монолитный,4,11,18.7,2,Без ремонта,9
Даниловский, просп. Лихачева,Технопарк,19,3,83.0,45.0,38000000,-,Монолитный,7,13,15.0,1,Без ремонта,-
Даниловский, просп. Лихачева,Технопарк,11,3,86.0,46.0,39000000,2022,Монолитный,9,15,9.3,2,Без ремонта,2
Даниловский, просп. Лихачева,Технопарк,19,3,88.2,34.7,39000000,2022,Монолитный,8,13,20.0,1,Без ремонта,2
Даниловский, бул. Братьев Весниных,ЗИЛ,8,3,85.0,-,38880000,2023,-,14,40,-,1,Без ремонта,-
Даниловский, просп. Лихачева,Технопарк,14,3,93.0,50.0,41500000,2022,Монолитный,13,15,16.1,2,Без ремонта,2
Раменки, Винницкая ул.,Раменки,6,3,82.9,36.5,42700000,-,Монолитно-кирпичный,11,13,26.3,2,Без ремонта,-
Даниловский, Дубининская ул.,Павелецкая,20,3,100.0,-,46000000,-,-,22,46,-,1,Без ремонта,-
Сокол, ул. Врубеля,Сокол,16,3,130.0,72.0,62000000,2004,Монолитный,16,30,18.0,2,Дизайнерский,4
Красносельский, ул. Сретенка,Сухаревская,3,3,132.3,60.0,81800000,1913,-,5,5,12.0,2,Дизайнерский,7
Хамовники, ул. Усачева,Спортивная,7,3,112.1,-,179360000,2021,Монолитный,6,12,10.0,3,Без ремонта,4
Хамовники, Погодинская ул.,Киевская,14,3,103.0,52.0,198000000,2019,Монолитно-кирпичный,3,14,13.7,2,Дизайнерский,-
Хамовники, ул. Остоженка,Кропоткинская,6,3,179.0,80.0,246547172,2012,Монолитно-кирпичный,4,6,28.0,3,Без ремонта,5
Ново-Переделкино, Новопеределкинская ул.,Новопеределкино,7,1,41.0,19.0,9500000,1988,Панельный,15,22,10.5,1,Без ремонта,3
Бирюлево, 6-я Радиальная ул.,Царицыно,6,1,35.0,-,10290000,2023,-,18,24,-,1,Евроремонт,-
поселение, ул. Харлампиева,Филатов Луг,13,2,48.1,34.9,10250000,2020,Монолитный,12,12,8.6,1,Косметический,2
Орехово-Борисово, Ясеневая ул.,Домодедовская,18,3,51.0,-,13400000,1976,Панельный,6,9,6.0,1,Евроремонт,14
Тимирязевский, ул. Вучетича,Гражданская,10,2,61.6,-,18500000,1958,Кирпичный,3,4,-,1,Евроремонт,2
Савеловский, Северный административный округ,Петровский Парк,12,2,45.0,28.0,19990000,1971,Блочный,7,14,6.0,1,Дизайнерский,1
Ростокино, просп. Мира,ВДНХ,16,2,60.2,-,21000000,2014,Монолитный,14,58,-,1,Без ремонта,1
Даниловский, бул. Братьев Весниных,Автозаводская,18,1,43.4,15.2,22880000,2023,-,7,40,19.4,1,Без ремонта,-
Хорошево-Мневники, ул. Генерала Глаголева,Народное Ополчение,4,2,53.2,30.0,26600000,2023,Монолитный,28,47,10.0,1,Без ремонта,1
Ярославский, ул. Красная Сосна,ВДНХ,5,3,72.4,40.0,27500000,2021,Монолитный,3,23,16.0,1,Дизайнерский,6
Лефортово, ул. Крузенштерна,Авиамоторная,10,3,73.2,41.3,29000000,2023,-,11,20,10.7,1,Без ремонта,-
Хорошево-Мневники, Причальный проезд,Шелепиха,8,2,69.9,40.0,29500000,-,Монолитный,6,32,15.0,1,Без ремонта,-
Зюзино, Азовская ул.,Севастопольская,7,2,83.3,-,30500000,2002,Монолитный,15,16,-,1,Дизайнерский,10
Раменки, Винницкая ул.,Раменки,8,2,62.6,31.3,33900000,2022,Монолитный,24,28,15.4,1,Без ремонта,7
Филевский, Береговой проезд,Фили,16,2,69.0,43.0,35500000,2015,Монолитный,13,28,15.0,2,Дизайнерский,6
Раменки, Винницкая ул.,Раменки,11,2,46.2,31.0,35800000,2022,Монолитный,9,15,7.0,1,Евроремонт,8
Хорошево-Мневники, Шелепихинская наб.,Шелепиха,11,3,87.0,50.0,38900000,-,Панельный,9,36,10.0,2,Без ремонта,-
Свиблово, Сельскохозяйственная ул.,Ботанический сад,8,3,84.0,40.0,47000000,2020,Монолитный,16,22,11.0,1,Дизайнерский,5
Раменки, ул. Столетова,Ломоносовский проспект,10,3,110.5,65.0,49500000,2009,Монолитный,2,12,15.0,2,Евроремонт,4
Раменки, Мосфильмовская ул.,Ломоносовский проспект,8,1,65.0,19.0,65000000,-,Монолитно-кирпичный,3,15,27.0,2,Без ремонта,-
Хамовники, Малая Пироговская ул.,Спортивная,11,2,110.0,-,107900000,2015,Монолитный,3,12,-,-,Без ремонта,6
Хамовники, Ксеньинский пер.,Парк Культуры,8,3,160.0,133.0,111500000,1997,-,4,9,19.0,2,Евроремонт,1
Тверской, ул. Большая Дмитровка,Театральная,5,3,116.8,-,357500000,-,-,5,7,10.0,3,Дизайнерский,-
Хамовники, ул. Ефремова,Спортивная,7,3,175.0,-,479871702,-,-,9,11,15.0,2,Дизайнерский,-
Пресненский, Большая Садовая ул.,Маяковская,6,3,250.0,-,500000000,2016,Монолитный,13,13,20.0,2,Дизайнерский,-
Хорошево-Мневники, просп. Маршала Жукова,Народное Ополчение,11,1,35.0,10.0,15497737,2014,Монолитный,13,17,15.0,1,Евроремонт,6
Войковский, 4-й Войковский проезд,Войковская,3,3,47.7,36.0,15500000,1958,Кирпичный,4,5,6.0,1,Косметический,4
Нагорный, Чонгарский бул.,Варшавская,3,2,58.6,-,15999000,1960,-,7,8,10.0,1,-,4
Коньково, ул. Академика Волгина,Беляево,15,2,45.8,35.0,16600000,1969,Панельный,2,9,6.0,1,Дизайнерский,7
Очаково-Матвеевское, Аминьевское ш.,Аминьевская,14,1,36.2,-,16800000,2022,Монолитный,5,27,-,1,Евроремонт,4
Можайский, ул. Маршала Неделина,Рабочий посёлок,3,2,45.0,29.3,16950000,1974,Кирпичный,5,9,6.0,1,Дизайнерский,4
Внуково, Интернациональная ул.,Аэропорт Внуково,6,3,75.6,-,17300000,1996,Панельный,15,17,-,1,Дизайнерский,4
Нагорный, Криворожская ул.,Нагорная,12,3,64.6,44.2,17900000,1966,Блочный,11,12,9.2,1,Косметический,1
Кунцево, Молодогвардейская ул.,Кунцевская,8,3,62.0,39.0,18800000,1970,Блочный,8,9,-,1,Косметический,4
поселение, ул. Родниковая,Саларьево,4,3,76.0,43.0,19000000,2021,Монолитный,20,20,28.0,1,Без ремонта,8
Метрогородок, Тагильская ул.,Бульвар Рокоссовского,12,2,52.4,22.4,19600000,-,Монолитный,9,13,14.7,2,Без ремонта,-
Хорошево-Мневники, просп. Маршала Жукова,Народное Ополчение,14,2,57.3,33.0,19900000,1997,-,10,22,10.1,1,Евроремонт,4
Даниловский, ул. Архитектора Щусева,ЗИЛ,15,2,39.9,12.8,20000000,2023,Панельный,7,16,19.6,1,Без ремонта,6
Хорошевский, ул. Зорге,Полежаевская,17,2,43.0,12.0,22000000,2022,-,5,27,18.0,1,Евроремонт,3
Щукино, Авиационная ул.,Щукинская,4,2,54.0,12.0,23900000,2001,Монолитный,16,30,8.0,1,Дизайнерский,2
Покровское-Стрешнево, Волоколамское ш.,Спартак,10,2,73.2,33.7,24800000,2021,Монолитный,20,22,19.1,1,Без ремонта,3
Раменки, Винницкая ул.,Раменки,8,2,50.4,16.3,26400000,2022,Монолитный,3,28,21.6,1,Без ремонта,7
Покровское-Стрешнево, Волоколамское ш.,Спартак,6,2,71.2,31.1,26800000,2022,-,8,9,21.2,1,Без ремонта,1
Даниловский, бул. Братьев Весниных,Автозаводская,18,3,60.0,29.0,30500000,-,Монолитно-кирпичный,31,40,20.0,1,Без ремонта,-
Раменки, Мосфильмовская ул.,Аминьевская,7,3,71.3,-,31100000,2021,-,29,38,-,-,Без ремонта,-
Раменки, просп. Генерала Дорохова,Минская,5,2,70.2,35.0,38000000,-,Монолитный,3,14,20.0,1,Без ремонта,-
Ховрино, Беломорская ул.,Беломорская,9,3,83.3,-,39500000,-,-,19,24,-,1,Дизайнерский,-
Фили-Давыдково, ул. Ивана Франко,Кунцевская,4,3,77.0,-,42000000,2022,-,6,15,25.0,1,Дизайнерский,-
Сокол, ул. Врубеля,Сокол,13,3,83.67,65.4,52990000,2023,Монолитный,5,12,7.7,2,Без ремонта,4
Якиманка, ул. Большая Якиманка,Полянка,9,1,49.3,36.3,60000000,2007,Кирпичный,2,11,8.0,1,Дизайнерский,1
Раменки, Мосфильмовская ул.,Раменки,14,3,115.4,58.5,61000000,2014,Кирпичный,9,18,17.1,2,Дизайнерский,13
Фили-Давыдково, Давыдковская ул.,Давыдково,15,3,122.0,76.0,63990000,2012,Монолитный,15,22,22.0,-,Без ремонта,2
Хорошевский, Чапаевский пер.,Аэропорт,10,2,110.0,70.0,66000000,2006,Монолитно-кирпичный,4,57,18.0,2,Дизайнерский,13
Раменки, Винницкая ул.,Раменки,10,3,86.4,51.7,73000000,2022,Монолитный,14,28,10.0,3,Дизайнерский,9
Донской, ул. Вавилова,Ленинский проспект,4,3,85.2,41.6,78000000,2018,Кирпичный,9,18,12.0,2,Дизайнерский,1
Крылатское, ул. Крылатские Холмы,Крылатское,8,3,115.0,72.0,82350000,2004,Монолитный,19,22,16.3,2,Дизайнерский,1
Раменки, Мосфильмовская ул.,Ломоносовский проспект,4,2,66.0,44.8,82000000,2020,Монолитный,3,12,15.0,2,Без ремонта,1
Хамовники, Малая Пироговская ул.,Спортивная,11,3,108.1,75.0,108000000,2015,Монолитный,3,12,18.7,2,Без ремонта,6
Хамовники, 2-й Зачатьевский пер.,Кропоткинская,10,1,64.9,45.8,108000000,2009,Монолитный,1,3,5.0,1,Дизайнерский,1
Хамовники, ул. Усачева,Спортивная,6,3,100.0,72.0,113500000,2022,Монолитный,8,15,15.0,3,Без ремонта,4
Пресненский, ул. Малая Грузинская,Улица 1905 года,13,3,110.0,64.0,119000000,1908,Кирпичный,3,5,16.0,3,Без ремонта,3
Пресненский, Мантулинская ул.,Деловой центр,16,2,103.0,50.0,128000000,2021,Монолитный,12,20,20.0,1,Дизайнерский,5
Пресненский, ул. Сергея Макеева,Улица 1905 года,15,1,144.0,56.0,150000000,-,Монолитно-кирпичный,14,21,65.0,2,Дизайнерский,-
поселение, ул. Василия Ощепкова,Коммунарка,11,1,32.3,15.0,9700000,2019,Монолитный,15,15,10.0,1,Евроремонт,11
Хорошевский, Ленинградский просп.,Динамо,8,3,89.0,-,58000000,-,Монолитный,17,40,-,2,Без ремонта,-
Красносельский, Сретенский бул.,Тургеневская,3,3,107.0,67.0,60000000,1901,Кирпичный,5,6,15.0,2,Евроремонт,7
Академический, ул. Кржижановского,Профсоюзная,14,3,110.0,52.0,63000000,1954,Кирпичный,4,6,7.0,2,Дизайнерский,2
Останкинский, ул. Годовикова,Алексеевская,10,3,92.0,47.0,63800000,2022,Монолитный,11,35,12.0,2,Дизайнерский,9
Очаково-Матвеевское, Нежинская ул.,Давыдково,5,3,128.0,-,65000000,2008,-,24,31,20.0,2,Без ремонта,1
Очаково-Матвеевское, Староволынская ул.,Давыдково,5,3,161.6,-,66000000,2014,Монолитный,5,25,-,2,Без ремонта,2
Пресненский, Шмитовский проезд,Шелепиха,16,3,128.0,97.0,68000000,2008,Монолитный,9,18,5.0,2,Евроремонт,1
Даниловский, ул. Серпуховский Вал,Шаболовская,12,3,127.1,64.2,73000000,2017,Монолитный,9,18,12.5,2,Без ремонта,11
Тверской, 2-я Тверская-Ямская ул.,Белорусская,3,3,137.0,76.0,75000000,1986,Кирпичный,9,9,26.0,2,Дизайнерский,6
Пресненский, Мерзляковский пер.,Арбатская,6,3,80.0,58.0,75000000,1928,Кирпичный,5,6,8.0,1,Евроремонт,4
Беговой, Верхняя ул.,Белорусская,8,3,107.6,-,77000000,2018,Кирпичный,3,24,10.0,2,Без ремонта,-
Хамовники, ул. Усачева,Спортивная,8,2,65.0,-,90000000,2022,Монолитный,3,14,-,1,Дизайнерский,4
Хамовники, ул. Усачева,Спортивная,9,1,71.06,36.8,94390000,-,Монолитно-кирпичный,3,13,12.9,2,Без ремонта,-
Пресненский, Мантулинская ул.,Деловой центр,16,3,83.0,28.0,99000000,2021,Монолитный,14,20,32.0,1,-,5
Хамовники, ул. Ефремова,Фрунзенская,8,2,78.0,49.0,104900000,-,Монолитный,7,18,8.0,1,Дизайнерский,-
Пресненский, ул. Спиридоновка,Пушкинская,11,3,152.0,90.0,106400000,1933,-,5,5,8.0,2,Дизайнерский,5
Хамовники, Малая Пироговская ул.,Спортивная,11,3,108.0,75.0,108000000,2015,Монолитный,3,12,18.7,2,Без ремонта,6
Хамовники, ул. Усачева,Фрунзенская,8,3,102.0,71.0,111998000,2022,Монолитный,8,18,15.0,1,Без ремонта,4
Пресненский, Малая Бронная ул.,Пушкинская,9,3,106.2,-,115000000,1914,Кирпичный,6,6,8.0,2,Дизайнерский,1
Хамовники, ул. Усачева,Спортивная,8,3,97.0,-,126500000,-,-,9,15,15.0,2,Без ремонта,-
Хамовники, ул. Усачева,Спортивная,9,3,151.0,98.0,174900000,-,Монолитный,5,14,13.0,2,Без ремонта,-
Хамовники, 2-я Фрунзенская ул.,Фрунзенская,6,3,136.0,-,175000000,2003,-,10,14,18.0,2,Евроремонт,2
Арбат, 1-й Смоленский пер.,Смоленская,5,3,159.0,-,180000000,2000,Монолитный,13,13,-,2,Дизайнерский,1
Хамовники, ул. Усачева,Спортивная,7,3,113.9,56.6,182240000,2021,Монолитный,6,12,17.0,3,Без ремонта,4
Хамовники, ул. Усачева,Спортивная,9,3,114.1,-,182560000,2021,Монолитный,6,12,17.2,2,Без ремонта,4
Хамовники, ул. Усачева,Спортивная,7,3,113.9,-,182240000,-,-,6,12,17.2,2,Без ремонта,-
Хамовники, ул. Усачева,Спортивная,7,3,135.08,73.0,207380000,2021,Монолитный,5,12,20.3,3,Без ремонта,4
Хамовники, ул. Усачева,Фрунзенская,12,3,139.0,-,229559750,2008,Монолитно-кирпичный,8,11,-,2,Дизайнерский,10
Хамовники, ул. Усачева,Фрунзенская,6,3,173.6,-,348930820,2004,Кирпичный,2,5,-,3,Дизайнерский,5
поселок, ул. Центральная,Крёкшино,10,1,30.0,12.3,6200000,2012,Панельный,2,3,10.5,1,Косметический,1
поселение, Ивановское деревня,Крёкшино,9,1,43.1,-,6470000,2018,Монолитный,1,9,-,1,Без ремонта,6
рп, 22На карте,Апрелевка,27,2,43.2,25.0,6600000,1988,Панельный,8,9,7.2,1,Косметический,2
Бирюлево, 6-я Радиальная ул.,Царицыно,6,1,38.0,18.3,9000000,-,Монолитно-кирпичный,16,17,9.2,1,Без ремонта,-
Бирюлево, 6-я Радиальная ул.,Царицыно,5,1,38.0,18.3,9000000,2023,-,8,17,9.2,1,Без ремонта,12
Соколиная, Измайловское ш.,Семёновская,12,1,31.0,19.0,9000000,1965,Кирпичный,2,9,5.0,1,Без ремонта,5
Бирюлево, 6-я Радиальная ул.,Царицыно,6,1,37.7,17.7,9000000,-,Монолитно-кирпичный,11,24,9.5,1,Без ремонта,-
Ярославский, Ярославское ш.,ВДНХ,8,1,39.0,18.0,9100000,1975,Панельный,10,16,9.0,1,Косметический,1
Можайский, ул. Горбунова,Сетунь,11,1,38.6,19.8,9139000,1981,Панельный,4,14,11.9,1,Без ремонта,1
Южное, Изюмская ул.,Улица Скобелевская,13,1,38.1,-,9200000,2008,Панельный,12,14,8.4,-,Евроремонт,2
Крюково, Зеленоград,Зеленоград — Крюково,12,2,53.0,31.0,9200000,1993,Панельный,12,17,8.5,1,Косметический,6
Бескудниковский, Бескудниковский бул.,Селигерская,11,1,31.5,21.4,9300000,1965,Блочный,8,9,5.0,1,Косметический,1
Некрасовка, ул. Вертолетчиков,Некрасовка,15,1,31.0,16.0,9300000,2019,Панельный,6,17,8.0,1,Косметический,4
поселение, Лапшинка деревня,Рассказовка,5,1,44.1,13.0,9300000,-,-,3,4,18.2,1,Без ремонта,-
Крюково, Зеленоград,Зеленоград — Крюково,12,2,50.3,-,9400000,1990,Панельный,9,17,-,1,Без ремонта,2
Рязанский, Луховицкая ул.,Окская,10,1,32.0,18.6,9500000,1963,Кирпичный,7,8,6.7,1,Косметический,3
поселение, просп. Куприна,Бунинская аллея,9,1,38.8,-,9500000,2021,Монолитный,10,12,11.0,-,Косметический,5
Савёлки, Зеленоград,Зеленоград — Крюково,6,2,47.0,31.0,9500000,1969,Панельный,5,9,6.2,1,Косметический,8
поселение, проезд Чечерский,Бунинская аллея,3,1,39.0,19.0,9500000,2015,Монолитный,2,16,16.0,1,Евроремонт,5
Царицыно, Кавказский бул.,Кантемировская,9,1,32.0,18.0,9490000,1964,Панельный,5,5,6.0,1,Косметический,3
Косино-Ухтомский, Святоозерская ул.,Лухмановская,10,1,40.6,20.6,9500000,2004,Панельный,4,12,9.0,1,Косметический,9
Северное, Куликовская ул.,Бульвар Дмитрия Донского,10,1,37.9,19.1,9800000,1992,Панельный,4,17,8.5,1,Косметический,3
поселение, ул. Николо-Хованская,Прокшино,19,1,37.0,15.9,9900000,2014,Блочный,4,9,10.6,-,Евроремонт,3
Люблино, Краснодонская ул.,Люблино,13,2,44.0,-,9900000,1974,Панельный,9,9,7.0,-,Косметический,4
поселение, просп. Магеллана,Прокшино,18,1,31.2,-,9850000,2021,Монолитный,3,16,-,1,Дизайнерский,8
поселение, ул. Уточкина,Бунинская аллея,15,2,39.6,13.7,9900000,2022,Монолитно-кирпичный,14,17,12.8,-,Евроремонт,5
поселение, ул. Сервантеса,Филатов Луг,6,1,35.7,-,10000000,2017,Монолитный,8,12,12.0,-,Евроремонт,1
дп, ул. Труда,Кокошкино,9,2,68.85,34.9,10000000,-,-,6,12,14.4,-,Без ремонта,-
Нагатинский, Судостроительная ул.,Нагатинский Затон,4,1,30.1,17.6,10500000,1969,Кирпичный,9,9,5.6,-,Без ремонта,10
Южное, ул. Адмирала Лазарева,Улица Горчакова,7,1,38.7,-,10500000,2003,Панельный,3,12,9.0,-,Евроремонт,5
поселение, Щапово поселок,Подольск,16,2,60.0,-,10500000,2014,Кирпичный,5,9,10.0,-,Косметический,4
Северное, Коктебельская ул.,Бульвар Дмитрия Донского,9,1,38.0,19.0,10500000,1990,Панельный,3,17,9.0,1,Косметический,2
поселение, ул. Золотошвейная,Филатов Луг,13,2,55.0,26.0,10490000,2022,Монолитный,8,9,15.0,1,Евроремонт,7
поселение, ул. 1-я Ватутинская,Коммунарка,21,1,42.7,16.0,10500000,2023,Блочный,9,14,15.0,1,Дизайнерский,3
Митино, Муравская ул.,Пятницкое шоссе,20,1,36.2,14.3,10950000,2019,Панельный,6,25,10.0,-,Евроремонт,10
Коньково, ул. Островитянова,Коньково,17,1,35.3,-,10900000,1972,Блочный,3,14,10.0,-,Косметический,1
Черемушки, ул. Обручева,Калужская,16,1,34.1,19.0,10900000,1965,Блочный,1,12,10.0,1,Дизайнерский,1
поселение, Скандинавия жилой комплекс,Потапово,откроется в 2024,1,42.4,22.4,10950000,2021,-,8,8,15.0,1,Косметический,14
Северное, Щелковское ш.,Щёлковская,20,2,44.6,29.6,10950000,1966,-,12,12,8.7,1,Косметический,1
Можайский, ул. Кутузова,Рабочий посёлок,9,1,34.9,21.0,10900000,1973,Кирпичный,2,14,7.0,1,Косметический,1
Северное, 11-я Парковая ул.,Щёлковская,8,2,39.1,22.4,10950000,1965,Блочный,11,12,6.5,1,Косметический,1
Южное, 2-я Мелитопольская ул.,Бутово,10,2,51.7,29.9,10990000,1997,Монолитный,6,14,8.5,1,Косметический,5
Ховрино, Петрозаводская ул.,Беломорская,15,2,49.0,30.0,11000000,1973,Панельный,1,16,11.0,-,Косметический,1
Царицыно, Пролетарский просп.,Кантемировская,1,1,39.0,23.7,11000000,1972,Кирпичный,2,15,7.9,-,Косметический,1
Гольяново, Щелковское ш.,Щёлковская,12,2,45.1,29.5,11000000,1971,Панельный,5,9,6.0,1,Без ремонта,14
Бабушкинский, Енисейская ул.,Бабушкинская,1,1,38.9,15.0,11000000,1981,Панельный,1,12,8.0,1,Евроремонт,6
поселение, ул. Бориса Пастернака,Рассказовка,3,1,37.9,18.0,11000000,2017,Панельный,3,17,10.1,1,Евроремонт,3
Восточное, Сиреневый бул.,Первомайская,3,2,45.0,29.0,11000000,1968,-,2,9,6.0,1,Косметический,4
поселение, ул. Бориса Пастернака,Рассказовка,16,1,43.2,14.0,11100000,2023,-,2,9,15.3,1,Без ремонта,-
Перово, ш. Энтузиастов,Перово,18,2,42.0,28.0,11100000,1960,Кирпичный,7,8,6.0,1,Дизайнерский,3
Северное, Полярная ул.,Медведково,4,1,38.1,17.1,11290000,2005,Панельный,11,14,8.7,1,Без ремонта,2
Царицыно, ул. Бехтерева,Царицыно,18,2,45.2,29.0,11250000,1967,Панельный,5,5,6.0,1,Косметический,5
Кунцево, Ельнинская ул.,Молодёжная,4,1,32.0,21.5,11200000,1962,Блочный,2,9,5.5,1,Без ремонта,1
Коптево, бул. Матроса Железняка,Коптево,17,1,35.2,19.6,11200000,1967,Блочный,2,12,10.1,1,Косметический,1
Строгино, ул. Твардовского,Строгино,20,1,38.5,18.5,11200000,1986,Монолитный,3,12,13.2,1,Без ремонта,1
поселение, бул. Веласкеса,Филатов Луг,6,1,42.6,-,11300000,2018,Монолитный,2,12,14.0,-,Евроремонт,4
Чертаново, Дорожная ул.,Улица Академика Янгеля,17,2,44.1,27.8,11300000,1971,Панельный,3,9,6.0,1,Косметический,6
Отрадное, Олонецкая ул.,Отрадное,20,1,39.1,21.0,11300000,1979,Панельный,10,12,8.6,1,Косметический,8
Солнцево, Солнцевский просп.,Солнцево,18,1,37.8,19.1,11300000,1987,Панельный,11,17,8.4,1,Евроремонт,5
Лефортово, Сторожевая ул.,Лефортово,7,1,32.4,15.0,11300000,1962,-,4,9,5.5,-,Косметический,1
поселок, ул. Потаповская Роща,Потапово,откроется в 2024,1,38.0,11.7,11350000,2022,Монолитный,8,14,12.3,1,Дизайнерский,2
